id	prompt	generated_nl	gold_standard_nl	lang	model	prompt_type	query	tokenized_generated_nl	tokenized_gold_standard_nl	sentence_bleu	sentence_nist	rougeL	levenshtein
12	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q11424 . ?uri wdt:P31 ?type ; wdt:P161 wd:Q35332 ; wdt:P57 wd:Q192990 . } 
 Where:
 wdt:P279 has human-readable name ""subclass of.""
 wd:Q11424 has human-readable name ""film.""
 wdt:P31 has human-readable name ""instance of.""
 wdt:P161 has human-readable name ""cast member.""
 wd:Q35332 has human-readable name ""Brad Pitt.""
 wdt:P57 has human-readable name ""director.""
 wd:Q192990 has human-readable name ""Guy Ritchie.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which URIs represent individuals who are cast members in films where Brad Pitt is a cast member and Guy Ritchie is the director?	Which movies starring Brad Pitt were directed by Guy Ritchie?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q11424 . ?uri wdt:P31 ?type ; wdt:P161 wd:Q35332 ; wdt:P57 wd:Q192990 . }	['Which', 'URIs', 'represent', 'individuals', 'who', 'are', 'cast', 'members', 'in', 'films', 'where', 'Brad', 'Pitt', 'is', 'a', 'cast', 'member', 'and', 'Guy', 'Ritchie', 'is', 'the', 'director', '?']	['Which', 'movies', 'starring', 'Brad', 'Pitt', 'were', 'directed', 'by', 'Guy', 'Ritchie', '?']	0.191	0.8649	0.2581	85.0
13	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q16397 wdt:P40 ?children . ?children wdt:P40 ?uri . } 
 Where:
 wd:Q16397 has human-readable name ""Bruce Lee.""
 wdt:P40 has human-readable name ""child.""
 wdt:P40 has human-readable name ""child.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	What are the grandchildren of Bruce Lee?	Give me the grandchildren of Bruce Lee.	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q16397 wdt:P40 ?children . ?children wdt:P40 ?uri . }	['What', 'are', 'the', 'grandchildren', 'of', 'Bruce', 'Lee', '?']	['Give', 'me', 'the', 'grandchildren', 'of', 'Bruce', 'Lee', '.']	0.517	1.875	0.5714	7.0
14	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q728 . wd:Q155644 wdt:P287 ?designer . ?uri wdt:P279 ?type ; wdt:P287 ?designer . FILTER (?uri != wd:Q155644) } 
 Where:
 wdt:P279 has human-readable name ""subclass of.""
 wd:Q728 has human-readable name ""weapon.""
 wd:Q155644 has human-readable name ""Uzi.""
 wdt:P287 has human-readable name ""designed by.""
 wdt:P279 has human-readable name ""subclass of.""
 wdt:P287 has human-readable name ""designed by.""
 wd:Q155644 has human-readable name ""Uzi.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which weapons are subclasses of the same type as the Uzi but designed by a different designer?	Which other weapons did the designer of the Uzi develop?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q728 . wd:Q155644 wdt:P287 ?designer . ?uri wdt:P279 ?type ; wdt:P287 ?designer . FILTER (?uri != wd:Q155644) }	['Which', 'weapons', 'are', 'subclasses', 'of', 'the', 'same', 'type', 'as', 'the', 'Uzi', 'but', 'designed', 'by', 'a', 'different', 'designer', '?']	['Which', 'other', 'weapons', 'did', 'the', 'designer', 'of', 'the', 'Uzi', 'develop', '?']	0.2333	1.4852	0.4	62.0
15	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q168383 wdt:P127 ?uri . } 
 Where:
 wd:Q168383 has human-readable name ""Universal Pictures.""
 wdt:P127 has human-readable name ""owned by.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which entities are owned by Universal Pictures?	Who is the owner of Universal Studios?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q168383 wdt:P127 ?uri . }	['Which', 'entities', 'are', 'owned', 'by', 'Universal', 'Pictures', '?']	['Who', 'is', 'the', 'owner', 'of', 'Universal', 'Studios', '?']	0.2357	0.75	0.1429	20.0
16	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P31 wd:Q35657 ; wdt:P2046 ?area ; wdt:P1082 ?population . BIND((?population/?area) AS ?density) . } ORDER BY DESC(?density) LIMIT 1 
 Where:
 wdt:P31 has human-readable name ""instance of.""
 wd:Q35657 has human-readable name ""U.S. state.""
 wdt:P2046 has human-readable name ""area.""
 wdt:P1082 has human-readable name ""population.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	What is the U.S. state with the highest population density?	Which state of the USA has the highest population density?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P31 wd:Q35657 ; wdt:P2046 ?area ; wdt:P1082 ?population . BIND((?population/?area) AS ?density) . } ORDER BY DESC(?density) LIMIT 1	['What', 'is', 'the', 'U.S.', 'state', 'with', 'the', 'highest', 'population', 'density', '?']	['Which', 'state', 'of', 'the', 'USA', 'has', 'the', 'highest', 'population', 'density', '?']	0.3816	2.1196	0.5263	20.0
17	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P106 wd:Q116 ; wdt:P26 ?spouse . ?spouse wdt:P27 wd:Q183 . } 
 Where:
 wdt:P106 has human-readable name ""occupation.""
 wd:Q116 has human-readable name ""monarch.""
 wdt:P26 has human-readable name ""spouse.""
 wdt:P27 has human-readable name ""country of citizenship.""
 wd:Q183 has human-readable name ""Germany.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which monarchs have spouses who are citizens of Germany?	Which monarchs were married to a German?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P106 wd:Q116 ; wdt:P26 ?spouse . ?spouse wdt:P27 wd:Q183 . }	['Which', 'monarchs', 'have', 'spouses', 'who', 'are', 'citizens', 'of', 'Germany', '?']	['Which', 'monarchs', 'were', 'married', 'to', 'a', 'German', '?']	0.1983	0.9	0.25	26.0
18	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q43229 . ?uri wdt:P31 ?type . ?uri wdt:P571 ?foundedAt . FILTER CONTAINS(STR(?foundedAt), ""1950"") } 
 Where:
 wdt:P279 has human-readable name ""subclass of.""
 wd:Q43229 has human-readable name ""organization.""
 wdt:P31 has human-readable name ""instance of.""
 wdt:P571 has human-readable name ""inception.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which organizations were founded in 1950 or later?	Which organizations were founded in 1950?	en	gpt-3.5-turbo	ONE_SHOT	"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?type wdt:P279* wd:Q43229 . ?uri wdt:P31 ?type . ?uri wdt:P571 ?foundedAt . FILTER CONTAINS(STR(?foundedAt), ""1950"") }"	['Which', 'organizations', 'were', 'founded', 'in', '1950', 'or', 'later', '?']	['Which', 'organizations', 'were', 'founded', 'in', '1950', '?']	0.6105	2.1835	0.7143	9.0
19	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q190679 wdt:P170 ?uri . } 
 Where:
 wd:Q190679 has human-readable name ""Captain America.""
 wdt:P170 has human-readable name ""creator.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Who is the creator of Captain America?	Who created the comic Captain America?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q190679 wdt:P170 ?uri . }	['Who', 'is', 'the', 'creator', 'of', 'Captain', 'America', '?']	['Who', 'created', 'the', 'comic', 'Captain', 'America', '?']	0.2724	1.7546	0.6154	14.0
20	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q178871 wdt:P1029 ?uri } 
 Where:
 wd:Q178871 has human-readable name ""Apollo 14.""
 wdt:P1029 has human-readable name ""crew member(s).""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which crew member(s) were part of the Apollo 14 mission?	Give me the Apollo 14 astronauts.	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q178871 wdt:P1029 ?uri }	['Which', 'crew', 'member', '(', 's', ')', 'were', 'part', 'of', 'the', 'Apollo', '14', 'mission', '?']	['Give', 'me', 'the', 'Apollo', '14', 'astronauts', '.']	0.1539	0.6016	0.375	37.0
21	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q1163227 wdt:P50 ?uri . } 
 Where:
 wd:Q1163227 has human-readable name ""The Pillars of the Earth.""
 wdt:P50 has human-readable name ""author.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	"Which author wrote ""The Pillars of the Earth""?"	Who wrote the book The pillars of the Earth?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q1163227 wdt:P50 ?uri . }	"['Which', 'author', 'wrote', '``', 'The', 'Pillars', 'of', 'the', 'Earth', ""''"", '?']"	['Who', 'wrote', 'the', 'book', 'The', 'pillars', 'of', 'the', 'Earth', '?']	0.221	1.8211	0.375	17.0
22	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P31 wd:Q35657 ; wdt:P2046 ?area ; wdt:P1082 ?population . BIND((?population/?area) AS ?density) . } ORDER BY DESC(?density) LIMIT 1 
 Where:
 wdt:P31 has human-readable name ""instance of.""
 wd:Q35657 has human-readable name ""U.S. state.""
 wdt:P2046 has human-readable name ""area.""
 wdt:P1082 has human-readable name ""population.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	What is the U.S. state with the highest population density?	Which state of the United States of America has the highest density?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P31 wd:Q35657 ; wdt:P2046 ?area ; wdt:P1082 ?population . BIND((?population/?area) AS ?density) . } ORDER BY DESC(?density) LIMIT 1	['What', 'is', 'the', 'U.S.', 'state', 'with', 'the', 'highest', 'population', 'density', '?']	['Which', 'state', 'of', 'the', 'United', 'States', 'of', 'America', 'has', 'the', 'highest', 'density', '?']	0.2244	1.7216	0.4	39.0
23	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P1427 wd:Q177477 } 
 Where:
 wdt:P1427 has human-readable name ""start point.""
 wd:Q177477 has human-readable name ""Baikonur Cosmodrome.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which URIs represent start points at the Baikonur Cosmodrome?	Which spaceflights were launched from Baikonur?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P1427 wd:Q177477 }	['Which', 'URIs', 'represent', 'start', 'points', 'at', 'the', 'Baikonur', 'Cosmodrome', '?']	['Which', 'spaceflights', 'were', 'launched', 'from', 'Baikonur', '?']	0.2573	0.8422	0.1333	40.0
24	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P106 wd:Q158852 ; wdt:P1303 wd:Q8338 . } 
 Where:
 wdt:P106 has human-readable name ""occupation.""
 wd:Q158852 has human-readable name ""conductor.""
 wdt:P1303 has human-readable name ""instrument.""
 wd:Q8338 has human-readable name ""trumpet.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	"Which entities have the occupation of ""conductor"" and play the instrument ""trumpet""?"	Give me a list of all trumpet players that were bandleaders.	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { ?uri wdt:P106 wd:Q158852 ; wdt:P1303 wd:Q8338 . }	"['Which', 'entities', 'have', 'the', 'occupation', 'of', '``', 'conductor', ""''"", 'and', 'play', 'the', 'instrument', '``', 'trumpet', ""''"", '?']"	['Give', 'me', 'a', 'list', 'of', 'all', 'trumpet', 'players', 'that', 'were', 'bandleaders', '.']	0.2207	0.4218	0.0909	63.0
25	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q829 wdt:P421 ?timezone . ?uri wdt:P31 wd:Q35657 ; wdt:P421 ?timezone . FILTER(?uri != wd:Q829) } 
 Where:
 wd:Q829 has human-readable name ""Utah.""
 wdt:P421 has human-readable name ""located in time zone.""
 wdt:P31 has human-readable name ""instance of.""
 wd:Q35657 has human-readable name ""U.S. state.""
 wdt:P421 has human-readable name ""located in time zone.""
 wd:Q829 has human-readable name ""Utah.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which entities are U.S. states located in the same time zone as Utah, excluding Utah itself?	Which U.S. states are in the same timezone as Utah?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q829 wdt:P421 ?timezone . ?uri wdt:P31 wd:Q35657 ; wdt:P421 ?timezone . FILTER(?uri != wd:Q829) }	['Which', 'entities', 'are', 'U.S.', 'states', 'located', 'in', 'the', 'same', 'time', 'zone', 'as', 'Utah', ',', 'excluding', 'Utah', 'itself', '?']	['Which', 'U.S.', 'states', 'are', 'in', 'the', 'same', 'timezone', 'as', 'Utah', '?']	0.2039	1.9219	0.6429	42.0
27	"Having a SPARQL query: PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q43247 wdt:P40 ?child . ?child wdt:P26 ?uri . } 
 Where:
 wd:Q43247 has human-readable name ""Ingrid Bergman.""
 wdt:P40 has human-readable name ""child.""
 wdt:P26 has human-readable name ""spouse.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	What are the spouses of the children of Ingrid Bergman?	Who is the daughter of Ingrid Bergman married to?	en	gpt-3.5-turbo	ONE_SHOT	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?uri WHERE { wd:Q43247 wdt:P40 ?child . ?child wdt:P26 ?uri . }	['What', 'are', 'the', 'spouses', 'of', 'the', 'children', 'of', 'Ingrid', 'Bergman', '?']	['Who', 'is', 'the', 'daughter', 'of', 'Ingrid', 'Bergman', 'married', 'to', '?']	0.2111	1.51	0.3529	35.0
29	"Having a SPARQL query: SELECT DISTINCT ?uri WHERE {  ?uri <http://www.wikidata.org/prop/direct/P31> <http://www.wikidata.org/entity/Q33506> . ?uri <http://www.wikidata.org/prop/direct/P276> <http://www.wikidata.org/entity/Q84> . } 
 Where:
 http://www.wikidata.org/prop/direct/P31 has human-readable name ""instance of.""
 http://www.wikidata.org/entity/Q33506 has human-readable name ""museum.""
 http://www.wikidata.org/prop/direct/P276 has human-readable name ""location.""
 http://www.wikidata.org/entity/Q84 has human-readable name ""London.""
 Transform the SPARQL query to a natural language question. Output just the transformed question"	Which distinct URIs represent museums that are located in London?	Show me all museums in London.	en	gpt-3.5-turbo	ONE_SHOT	SELECT DISTINCT ?uri WHERE {  ?uri <http://www.wikidata.org/prop/direct/P31> <http://www.wikidata.org/entity/Q33506> . ?uri <http://www.wikidata.org/prop/direct/P276> <http://www.wikidata.org/entity/Q84> . }	['Which', 'distinct', 'URIs', 'represent', 'museums', 'that', 'are', 'located', 'in', 'London', '?']	['Show', 'me', 'all', 'museums', 'in', 'London', '.']	0.1904	0.7656	0.25	44.0
